phase,container,cpu_pct,mem_mb
idle,vvc-vector,0.00,163.1
idle,vvc-vector,0.00,163.1
idle,vvc-vector,0.45,165.5
idle,vvc-vector,0.45,165.5
idle,vvc-vector,0.14,165.5
idle,vvc-vector,0.14,165.5
idle,vvc-vector,0.10,165.4
idle,vvc-vector,0.10,165.4
idle,vvc-vector,0.10,165.4
idle,vvc-vector,0.15,165.2
idle,vvc-vector,0.15,165.2
idle,vvc-vector,0.31,166
idle,vvc-vector,0.31,166
idle,vvc-vector,0.16,165.9
idle,vvc-vector,0.16,165.9
idle,vvc-vector,0.11,165.9
idle,vvc-vector,0.11,165.9
idle,vvc-vector,0.11,165.9
idle,vvc-vector,0.16,166
load,vvc-vector,0.00,166.4
load,vvc-vector,0.00,166.4
load,vvc-vector,0.17,166.1
load,vvc-vector,0.17,166.1
load,vvc-vector,38.63,207.2
load,vvc-vector,38.63,207.2
load,vvc-vector,104.38,316
load,vvc-vector,104.38,316
load,vvc-vector,132.27,400.3
load,vvc-vector,132.27,400.3
load,vvc-vector,132.27,400.3
load,vvc-vector,70.00,456.6
load,vvc-vector,70.00,456.6
load,vvc-vector,46.47,471.2
load,vvc-vector,46.47,471.2
load,vvc-vector,16.25,471.1
load,vvc-vector,16.25,471.1
load,vvc-vector,38.08,478.9
load,vvc-vector,38.08,478.9
load,vvc-vector,42.24,492.9
load,vvc-vector,42.24,492.9
load,vvc-vector,45.74,475.6
load,vvc-vector,45.74,475.6
load,vvc-vector,45.74,475.6
load,vvc-vector,43.74,472.7
load,vvc-vector,43.74,472.7
load,vvc-vector,41.30,469.4
load,vvc-vector,41.30,469.4
load,vvc-vector,43.18,465.1
load,vvc-vector,43.18,465.1
load,vvc-vector,42.53,461.6
load,vvc-vector,42.53,461.6
load,vvc-vector,42.53,461.6
load,vvc-vector,55.04,462.1
load,vvc-vector,55.04,462.1
load,vvc-vector,40.78,459.8
load,vvc-vector,40.78,459.8
load,vvc-vector,35.25,452
load,vvc-vector,35.25,452
load,vvc-vector,41.79,468.6
load,vvc-vector,41.79,468.6
load,vvc-vector,40.37,465.4
load,vvc-vector,40.37,465.4
load,vvc-vector,40.37,465.4
load,vvc-vector,44.66,488.9
load,vvc-vector,44.66,488.9
load,vvc-vector,41.93,494.4
load,vvc-vector,41.93,494.4
load,vvc-vector,44.33,514.4
load,vvc-vector,44.33,514.4
load,vvc-vector,44.33,514.4
load,vvc-vector,45.80,519.5
load,vvc-vector,45.80,519.5
load,vvc-vector,46.30,514.7
load,vvc-vector,46.30,514.7
load,vvc-vector,44.35,524.9
load,vvc-vector,44.35,524.9
load,vvc-vector,42.83,537.2
load,vvc-vector,42.83,537.2
load,vvc-vector,41.26,551.9
load,vvc-vector,41.26,551.9
load,vvc-vector,41.26,551.9
load,vvc-vector,39.92,538.7
load,vvc-vector,39.92,538.7
load,vvc-vector,40.50,534.5
load,vvc-vector,40.50,534.5
load,vvc-vector,51.19,516.1
load,vvc-vector,51.19,516.1
load,vvc-vector,50.68,510.7
load,vvc-vector,50.68,510.7
load,vvc-vector,50.68,510.7
load,vvc-vector,28.56,500
load,vvc-vector,28.56,500
load,vvc-vector,37.53,505.3
load,vvc-vector,37.53,505.3
load,vvc-vector,41.30,492
load,vvc-vector,41.30,492
load,vvc-vector,41.27,500.6
load,vvc-vector,41.27,500.6
load,vvc-vector,40.59,494.4
load,vvc-vector,40.59,494.4
load,vvc-vector,74.37,527.7
load,vvc-vector,74.37,527.7
load,vvc-vector,74.37,527.7
load,vvc-vector,45.68,528.2
load,vvc-vector,45.68,528.2
load,vvc-vector,45.22,542.4
load,vvc-vector,45.22,542.4
load,vvc-vector,33.81,535.4
load,vvc-vector,33.81,535.4
load,vvc-vector,35.16,526.7
load,vvc-vector,35.16,526.7
load,vvc-vector,35.16,526.7
load,vvc-vector,40.50,530.6
load,vvc-vector,40.50,530.6
load,vvc-vector,51.41,542.8
load,vvc-vector,51.41,542.8
load,vvc-vector,47.49,526.5
load,vvc-vector,47.49,526.5
load,vvc-vector,51.36,522.3
load,vvc-vector,51.36,522.3
load,vvc-vector,42.74,506.5
load,vvc-vector,42.74,506.5
load,vvc-vector,40.17,486
load,vvc-vector,40.17,486
load,vvc-vector,40.17,486
load,vvc-vector,41.53,476.5
load,vvc-vector,41.53,476.5
load,vvc-vector,42.69,478
load,vvc-vector,42.69,478
load,vvc-vector,40.85,490.7
load,vvc-vector,40.85,490.7
load,vvc-vector,51.94,497.8
load,vvc-vector,51.94,497.8
load,vvc-vector,51.94,497.8
load,vvc-vector,47.60,504.5
load,vvc-vector,47.60,504.5
load,vvc-vector,43.66,490
load,vvc-vector,43.66,490
