phase,container,cpu_pct,mem_mb
idle,vvc-otelcol,0.00,41.9
idle,vvc-otelcol,0.00,41.9
idle,vvc-otelcol,0.69,41.95
idle,vvc-otelcol,0.69,41.95
idle,vvc-otelcol,0.35,41.95
idle,vvc-otelcol,0.35,41.95
idle,vvc-otelcol,0.37,41.95
idle,vvc-otelcol,0.37,41.95
idle,vvc-otelcol,0.37,41.95
idle,vvc-otelcol,0.44,41.95
idle,vvc-otelcol,0.44,41.95
idle,vvc-otelcol,0.41,41.95
idle,vvc-otelcol,0.41,41.95
idle,vvc-otelcol,0.46,41.95
idle,vvc-otelcol,0.46,41.95
idle,vvc-otelcol,0.39,41.95
idle,vvc-otelcol,0.39,41.95
load,vvc-otelcol,0.00,44.08
load,vvc-otelcol,0.00,44.08
load,vvc-otelcol,0.56,43.98
load,vvc-otelcol,0.56,43.98
load,vvc-otelcol,0.51,43.99
load,vvc-otelcol,0.51,43.99
load,vvc-otelcol,0.38,43.98
load,vvc-otelcol,0.38,43.98
load,vvc-otelcol,0.38,43.98
load,vvc-otelcol,0.38,43.98
load,vvc-otelcol,71.21,102.3
load,vvc-otelcol,71.21,102.3
load,vvc-otelcol,71.21,102.3
load,vvc-otelcol,37.61,106.4
load,vvc-otelcol,37.61,106.4
load,vvc-otelcol,4.02,106.5
load,vvc-otelcol,4.02,106.5
load,vvc-otelcol,42.37,104.1
load,vvc-otelcol,42.37,104.1
load,vvc-otelcol,80.03,104
load,vvc-otelcol,80.03,104
load,vvc-otelcol,80.03,104
load,vvc-otelcol,63.71,98.7
load,vvc-otelcol,63.71,98.7
load,vvc-otelcol,4.48,94.42
load,vvc-otelcol,4.48,94.42
load,vvc-otelcol,4.48,94.42
load,vvc-otelcol,4.48,94.42
load,vvc-otelcol,58.22,107.9
load,vvc-otelcol,58.22,107.9
load,vvc-otelcol,69.69,103.8
load,vvc-otelcol,69.69,103.8
load,vvc-otelcol,1.05,103.8
load,vvc-otelcol,1.05,103.8
load,vvc-otelcol,11.76,104.3
load,vvc-otelcol,11.76,104.3
load,vvc-otelcol,55.15,112.1
load,vvc-otelcol,55.15,112.1
load,vvc-otelcol,55.15,112.1
load,vvc-otelcol,64.14,112.1
load,vvc-otelcol,64.14,112.1
load,vvc-otelcol,44.00,106.3
load,vvc-otelcol,44.00,106.3
load,vvc-otelcol,44.00,106.3
load,vvc-otelcol,44.00,106.3
load,vvc-otelcol,32.92,112
load,vvc-otelcol,32.92,112
load,vvc-otelcol,32.92,112
load,vvc-otelcol,65.80,112.1
load,vvc-otelcol,65.80,112.1
load,vvc-otelcol,14.79,108.3
load,vvc-otelcol,14.79,108.3
load,vvc-otelcol,12.97,106.4
load,vvc-otelcol,12.97,106.4
load,vvc-otelcol,12.97,106.4
load,vvc-otelcol,53.03,111.8
load,vvc-otelcol,53.03,111.8
load,vvc-otelcol,51.92,112
load,vvc-otelcol,51.92,112
load,vvc-otelcol,58.79,108.4
load,vvc-otelcol,58.79,108.4
load,vvc-otelcol,23.40,107.8
load,vvc-otelcol,23.40,107.8
load,vvc-otelcol,23.40,107.8
load,vvc-otelcol,42.62,110.6
load,vvc-otelcol,42.62,110.6
load,vvc-otelcol,64.09,112
load,vvc-otelcol,64.09,112
load,vvc-otelcol,47.51,110.1
load,vvc-otelcol,47.51,110.1
load,vvc-otelcol,4.86,109.7
load,vvc-otelcol,4.86,109.7
load,vvc-otelcol,51.85,114.9
load,vvc-otelcol,51.85,114.9
load,vvc-otelcol,51.85,114.9
load,vvc-otelcol,65.87,115.1
load,vvc-otelcol,65.87,115.1
load,vvc-otelcol,39.71,114.1
load,vvc-otelcol,39.71,114.1
load,vvc-otelcol,39.71,114.1
load,vvc-otelcol,39.71,114.1
load,vvc-otelcol,--,-- 
load,vvc-otelcol,34.44,115.6
load,vvc-otelcol,34.44,115.6
load,vvc-otelcol,61.67,115.6
load,vvc-otelcol,61.67,115.6
load,vvc-otelcol,41.22,103.9
load,vvc-otelcol,41.22,103.9
load,vvc-otelcol,12.39,104.8
load,vvc-otelcol,12.39,104.8
load,vvc-otelcol,12.39,104.8
load,vvc-otelcol,51.27,114.1
load,vvc-otelcol,51.27,114.1
load,vvc-otelcol,70.69,114.5
load,vvc-otelcol,70.69,114.5
load,vvc-otelcol,22.64,109.3
load,vvc-otelcol,22.64,109.3
load,vvc-otelcol,22.64,109.3
load,vvc-otelcol,10.81,107.3
load,vvc-otelcol,10.81,107.3
load,vvc-otelcol,48.29,114.2
load,vvc-otelcol,48.29,114.2
load,vvc-otelcol,48.29,114.2
load,vvc-otelcol,53.98,114.2
load,vvc-otelcol,53.98,114.2
load,vvc-otelcol,53.98,114.2
load,vvc-otelcol,22.99,106.7
load,vvc-otelcol,22.99,106.7
load,vvc-otelcol,28.15,106.5
load,vvc-otelcol,28.15,106.5
load,vvc-otelcol,69.02,111.9
load,vvc-otelcol,69.02,111.9
load,vvc-otelcol,44.63,108.2
load,vvc-otelcol,44.63,108.2
load,vvc-otelcol,44.63,108.2
load,vvc-otelcol,24.70,108
load,vvc-otelcol,24.70,108
load,vvc-otelcol,26.52,106.2
