go version go1.20.14 linux/amd64
BenchmarkRSA2048Sign-16        	     674	   1728640 ns/op	     896 B/op	       5 allocs/op
BenchmarkRSA2048Sign-16        	     643	   1996950 ns/op	     896 B/op	       5 allocs/op
BenchmarkRSA4096Sign-16        	      96	  12880505 ns/op	   17920 B/op	      33 allocs/op
BenchmarkRSA2048Verify-16      	    4790	    240975 ns/op	     912 B/op	       6 allocs/op
BenchmarkRSA4096Verify-16      	    1154	    965023 ns/op	   54160 B/op	      98 allocs/op
BenchmarkRSA2048Encrypt-16     	    5156	    237014 ns/op	    1168 B/op	       7 allocs/op
BenchmarkRSA4096Encrypt-16     	    1228	    974781 ns/op	   54673 B/op	      99 allocs/op
BenchmarkECDSAP256Sign-16      	   48286	     24708 ns/op	    2472 B/op	      33 allocs/op
BenchmarkECDSAP256Verify-16    	   14905	     68154 ns/op	     480 B/op	      10 allocs/op
BenchmarkHMACSHA256-16         	  816220	      1440 ns/op	     512 B/op	       6 allocs/op
BenchmarkRS256Roundtrip-16     	     462	   2227486 ns/op	    1808 B/op	      11 allocs/op
BenchmarkRSA2048Sign-16        	     646	   1985876 ns/op	     896 B/op	       5 allocs/op
BenchmarkRSA4096Sign-16        	      88	  13615378 ns/op	   17920 B/op	      33 allocs/op
BenchmarkRSA2048Verify-16      	    4618	    251538 ns/op	     912 B/op	       6 allocs/op
BenchmarkRSA4096Verify-16      	    1185	   1092450 ns/op	   54160 B/op	      98 allocs/op
BenchmarkRSA2048Encrypt-16     	    4659	    265173 ns/op	    1168 B/op	       7 allocs/op
BenchmarkRSA4096Encrypt-16     	    1083	    989850 ns/op	   54673 B/op	      99 allocs/op
BenchmarkECDSAP256Sign-16      	   49147	     24319 ns/op	    2472 B/op	      33 allocs/op
BenchmarkECDSAP256Verify-16    	   17194	     74690 ns/op	     480 B/op	      10 allocs/op
BenchmarkHMACSHA256-16         	  835669	      1569 ns/op	     512 B/op	       6 allocs/op
BenchmarkRS256Roundtrip-16     	     325	   4399605 ns/op	    1808 B/op	      11 allocs/op
BenchmarkRSA2048Sign-16        	     607	   1840485 ns/op	     896 B/op	       5 allocs/op
BenchmarkRSA4096Sign-16        	      84	  12603990 ns/op	   17920 B/op	      33 allocs/op
BenchmarkRSA2048Verify-16      	    5606	    243417 ns/op	     912 B/op	       6 allocs/op
BenchmarkRSA4096Verify-16      	    1146	   1013487 ns/op	   54160 B/op	      98 allocs/op
BenchmarkRSA2048Encrypt-16     	    4141	    293500 ns/op	    1168 B/op	       7 allocs/op
BenchmarkRSA4096Encrypt-16     	     930	   1179244 ns/op	   54673 B/op	      99 allocs/op
BenchmarkECDSAP256Sign-16      	   39866	     36584 ns/op	    2472 B/op	      33 allocs/op
BenchmarkECDSAP256Verify-16    	   10000	    121255 ns/op	     480 B/op	      10 allocs/op
BenchmarkHMACSHA256-16         	  603490	      2150 ns/op	     512 B/op	       6 allocs/op
BenchmarkRS256Roundtrip-16     	     309	   4120475 ns/op	    1808 B/op	      11 allocs/op
