go version go1.26.4 linux/amd64
BenchmarkRSA2048Sign-16        	     969	   1317553 ns/op	     512 B/op	       2 allocs/op
BenchmarkRSA4096Verify-16      	    2292	    537210 ns/op	   62560 B/op	     101 allocs/op
BenchmarkRSA2048Encrypt-16     	   28484	     40013 ns/op	    1376 B/op	       9 allocs/op
BenchmarkRSA4096Encrypt-16     	    1988	    538728 ns/op	   62560 B/op	     101 allocs/op
BenchmarkECDSAP256Sign-16      	   35476	     34515 ns/op	    6064 B/op	      59 allocs/op
BenchmarkECDSAP256Verify-16    	   17324	     81993 ns/op	     576 B/op	      10 allocs/op
BenchmarkHMACSHA256-16         	 1478425	       823.3 ns/op	     512 B/op	       6 allocs/op
BenchmarkRS256Roundtrip-16     	     812	   1294986 ns/op	    1888 B/op	      11 allocs/op
BenchmarkRSA2048Sign-16        	     964	   1362397 ns/op	     512 B/op	       2 allocs/op
BenchmarkRSA4096Sign-16        	     100	  12281527 ns/op	   37888 B/op	      53 allocs/op
BenchmarkRSA2048Verify-16      	   16719	     69015 ns/op	    1376 B/op	       9 allocs/op
BenchmarkRSA4096Verify-16      	    1830	    554644 ns/op	   62560 B/op	     101 allocs/op
BenchmarkRSA2048Encrypt-16     	   28510	     39670 ns/op	    1376 B/op	       9 allocs/op
BenchmarkRSA4096Encrypt-16     	    2173	    531195 ns/op	   62560 B/op	     101 allocs/op
BenchmarkECDSAP256Sign-16      	   33908	     35723 ns/op	    6064 B/op	      59 allocs/op
BenchmarkECDSAP256Verify-16    	   16380	     69540 ns/op	     576 B/op	      10 allocs/op
BenchmarkHMACSHA256-16         	 1458861	       831.0 ns/op	     512 B/op	       6 allocs/op
BenchmarkRS256Roundtrip-16     	     886	   1334353 ns/op	    1888 B/op	      11 allocs/op
