go version go1.25.12 linux/amd64
BenchmarkRSA2048Sign-16        	     955	   1275391 ns/op	     512 B/op	       2 allocs/op
BenchmarkRSA2048Sign-16        	     823	   1633043 ns/op	     512 B/op	       2 allocs/op
BenchmarkRSA4096Sign-16        	     142	   7945090 ns/op	   37888 B/op	      53 allocs/op
BenchmarkRSA2048Verify-16      	   31610	     37772 ns/op	    1376 B/op	       9 allocs/op
BenchmarkRSA4096Verify-16      	    2544	    496930 ns/op	   62560 B/op	     101 allocs/op
BenchmarkRSA2048Encrypt-16     	   29978	     40601 ns/op	    1376 B/op	       9 allocs/op
BenchmarkRSA4096Encrypt-16     	    2241	    485328 ns/op	   62561 B/op	     101 allocs/op
BenchmarkECDSAP256Sign-16      	   32089	     33340 ns/op	    6096 B/op	      60 allocs/op
BenchmarkECDSAP256Verify-16    	   14254	    108207 ns/op	     576 B/op	      10 allocs/op
BenchmarkHMACSHA256-16         	 1000000	      1087 ns/op	     512 B/op	       6 allocs/op
BenchmarkRS256Roundtrip-16     	     801	   1370645 ns/op	    1888 B/op	      11 allocs/op
BenchmarkRSA2048Sign-16        	     879	   1285571 ns/op	     512 B/op	       2 allocs/op
BenchmarkRSA4096Sign-16        	     159	   7356924 ns/op	   37888 B/op	      53 allocs/op
BenchmarkRSA2048Verify-16      	   33158	     35581 ns/op	    1376 B/op	       9 allocs/op
BenchmarkRSA4096Verify-16      	    2575	    459378 ns/op	   62560 B/op	     101 allocs/op
BenchmarkRSA2048Encrypt-16     	   29828	     38456 ns/op	    1376 B/op	       9 allocs/op
BenchmarkRSA4096Encrypt-16     	    2264	    475678 ns/op	   62561 B/op	     101 allocs/op
BenchmarkECDSAP256Sign-16      	   34242	     37997 ns/op	    6096 B/op	      60 allocs/op
BenchmarkECDSAP256Verify-16    	   16090	     79334 ns/op	     576 B/op	      10 allocs/op
BenchmarkHMACSHA256-16         	 1512861	       814.5 ns/op	     512 B/op	       6 allocs/op
BenchmarkRS256Roundtrip-16     	     840	   2266928 ns/op	    1888 B/op	      11 allocs/op
