phase,container,cpu_pct,mem_mb
load,vp-agent,0.22,243.9
load,vp-agg,0.10,212.1
load,vp-agent,0.37,244.6
load,vp-agg,0.11,212.1
load,vp-agent,0.37,244.6
load,vp-agg,0.11,212.1
load,vp-agent,0.25,244.8
load,vp-agg,0.09,212.1
load,vp-agent,0.25,244.8
load,vp-agg,0.09,212.1
load,vp-agent,0.25,244.8
load,vp-agg,0.09,212.1
load,vp-agent,0.19,244.7
load,vp-agg,0.45,211.8
load,vp-agent,0.19,244.7
load,vp-agg,0.45,211.8
load,vp-agent,0.22,244.8
load,vp-agg,0.10,211.2
load,vp-agent,0.22,244.8
load,vp-agg,0.10,211.2
load,vp-agent,0.12,244.8
load,vp-agg,0.09,211.4
load,vp-agent,0.12,244.8
load,vp-agg,0.09,211.4
load,vp-agent,122.66,270.6
load,vp-agg,151.68,225.8
load,vp-agent,122.66,270.6
load,vp-agg,151.68,225.8
load,vp-agent,0.28,270.7
load,vp-agg,0.10,225.3
load,vp-agent,0.28,270.7
load,vp-agg,0.10,225.3
load,vp-agent,0.26,270.8
load,vp-agg,1.02,224.5
load,vp-agent,0.26,270.8
load,vp-agg,1.02,224.5
load,vp-agent,0.26,270.8
load,vp-agg,1.02,224.5
load,vp-agent,0.14,270.8
load,vp-agg,0.10,224.1
load,vp-agent,0.14,270.8
load,vp-agg,0.10,224.1
load,vp-agent,0.27,270.4
load,vp-agg,0.11,224.1
load,vp-agent,0.27,270.4
load,vp-agg,0.11,224.1
load,vp-agent,0.55,273
load,vp-agg,0.12,224.2
load,vp-agent,0.55,273
load,vp-agg,0.12,224.2
load,vp-agent,0.30,272.5
load,vp-agg,0.12,223.8
